trade_id,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl_gross,pnl_net,pnl_r,session,spread_cost,slippage_cost,total_cost,mae,mfe,holding_bars,exit_reason,confidence
196,2026-03-06 08:00:00-05:00,2026-03-06 09:00:00-05:00,long,5093.7998,5098.7998,5089.2998,5099.7998,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,45.5,1,tp,0.2117
197,2026-03-08 19:00:00-04:00,2026-03-08 20:00:00-04:00,long,5083.3999,5077.8999,5078.8999,5089.3999,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,26.5,0.0,1,sl,0.3654
198,2026-03-08 20:00:00-04:00,2026-03-08 21:00:00-04:00,long,5056.8999,5061.8999,5052.3999,5062.8999,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,20.7002,1,tp,0.4457
199,2026-03-08 21:00:00-04:00,2026-03-08 22:00:00-04:00,long,5077.6001,5082.6001,5073.1001,5083.6001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,23.2998,1,tp,0.1952
200,2026-03-08 22:00:00-04:00,2026-03-09 00:00:00-04:00,long,5100.8999,5095.3999,5096.3999,5106.8999,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,4.5,0.0,3,sl,0.161
201,2026-03-09 00:00:00-04:00,2026-03-09 01:00:00-04:00,long,5096.3999,5101.3999,5091.8999,5102.3999,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,35.2002,1,tp,0.1427
202,2026-03-09 09:00:00-04:00,2026-03-09 10:00:00-04:00,long,5081.5,5086.5,5077.0,5087.5,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,21.1001,1,tp,0.2912
203,2026-03-10 11:00:00-04:00,2026-03-10 14:00:00-04:00,short,5235.0,5233.0,5242.5,5232.0,2.0,-2.0,-0.2667,london,3.0,1.0,4.0,2.1001,35.0,6,tp,0.504
204,2026-03-11 18:00:00-04:00,2026-03-11 19:00:00-04:00,long,5144.7998,5139.2998,5140.2998,5150.7998,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,4.7998,0.0,1,sl,0.1054
205,2026-03-11 19:00:00-04:00,2026-03-11 20:00:00-04:00,long,5140.0,5145.0,5135.5,5146.0,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,18.1001,1,tp,0.2436
206,2026-03-12 00:00:00-04:00,2026-03-12 01:00:00-04:00,long,5147.3999,5152.3999,5142.8999,5153.3999,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,12.3003,1,tp,0.0838
207,2026-03-12 11:00:00-04:00,2026-03-12 12:00:00-04:00,long,5138.0,5132.5,5133.5,5144.0,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,7.8999,0.0,1,sl,0.417
208,2026-03-12 12:00:00-04:00,2026-03-12 13:00:00-04:00,long,5130.1001,5124.6001,5125.6001,5136.1001,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,17.7002,0.0,1,sl,0.4358
209,2026-03-12 13:00:00-04:00,2026-03-12 14:00:00-04:00,long,5112.3999,5106.8999,5107.8999,5118.3999,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,12.3999,0.0,1,sl,0.7243
210,2026-03-12 14:00:00-04:00,2026-03-12 15:00:00-04:00,long,5100.0,5094.5,5095.5,5106.0,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,8.2998,0.0,1,sl,0.7295
211,2026-03-12 15:00:00-04:00,2026-03-12 16:00:00-04:00,long,5091.7002,5086.2002,5087.2002,5097.7002,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,7.6001,0.0,1,sl,0.733
212,2026-03-12 16:00:00-04:00,2026-03-12 18:00:00-04:00,long,5084.1001,5089.1001,5079.6001,5090.1001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,15.0,1,tp,0.8
213,2026-03-12 18:00:00-04:00,2026-03-12 20:00:00-04:00,long,5099.1001,5104.1001,5094.6001,5105.1001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,17.5,3,tp,0.4117
214,2026-03-13 04:00:00-04:00,2026-03-13 06:00:00-04:00,long,5092.2002,5097.2002,5087.7002,5098.2002,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,7.3999,3,tp,0.1128
215,2026-03-13 06:00:00-04:00,2026-03-13 07:00:00-04:00,long,5099.6001,5104.6001,5095.1001,5105.6001,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,13.2998,1,tp,0.0713
216,2026-03-13 10:00:00-04:00,2026-03-13 11:00:00-04:00,long,5045.7998,5040.2998,5041.2998,5051.7998,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,6.6997,0.0,1,sl,0.1135
217,2026-03-13 11:00:00-04:00,2026-03-13 12:00:00-04:00,long,5039.1001,5044.1001,5034.6001,5045.1001,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,11.5,1,tp,0.1363
218,2026-03-13 12:00:00-04:00,2026-03-13 15:00:00-04:00,long,5050.6001,5045.1001,5046.1001,5056.6001,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,28.6001,0.2998,6,sl,0.0257
219,2026-03-13 15:00:00-04:00,2026-03-15 18:00:00-04:00,long,5022.0,5027.0,5017.5,5028.0,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,6.7998,3,tp,0.4127
220,2026-03-15 18:00:00-04:00,2026-03-15 19:00:00-04:00,long,5028.7998,5023.2998,5024.2998,5034.7998,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,28.1997,0.0,1,sl,0.4332
221,2026-03-15 19:00:00-04:00,2026-03-15 20:00:00-04:00,long,5000.6001,5005.6001,4996.1001,5006.6001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,29.7998,1,tp,0.2841
222,2026-03-15 22:00:00-04:00,2026-03-15 23:00:00-04:00,long,5006.6001,5011.6001,5002.1001,5012.6001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,15.8999,1,tp,0.088
223,2026-03-16 04:00:00-04:00,2026-03-16 05:00:00-04:00,long,4995.0,4989.5,4990.5,5001.0,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,15.6001,0.0,1,sl,0.1867
224,2026-03-16 05:00:00-04:00,2026-03-16 06:00:00-04:00,long,4979.3999,4984.3999,4974.8999,4985.3999,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,24.8003,1,tp,0.2258
225,2026-03-16 18:00:00-04:00,2026-03-16 19:00:00-04:00,long,5007.6001,5012.6001,5003.1001,5013.6001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,10.3999,1,tp,0.0445
226,2026-03-17 08:00:00-04:00,2026-03-17 11:00:00-04:00,long,5016.2998,5010.7998,5011.7998,5022.2998,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,13.6997,5.6001,3,sl,0.0295
227,2026-03-17 11:00:00-04:00,2026-03-17 16:00:00-04:00,long,5002.6001,5007.6001,4998.1001,5008.6001,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,8.6997,6,tp,0.0486
228,2026-03-17 18:00:00-04:00,2026-03-17 22:00:00-04:00,long,5003.6001,4998.1001,4999.1001,5009.6001,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,8.7002,4.7998,4,sl,0.1736
229,2026-03-17 22:00:00-04:00,2026-03-18 00:00:00-04:00,long,4994.8999,4989.3999,4990.3999,5000.8999,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,5.0,0.0,3,sl,0.0511
230,2026-03-18 00:00:00-04:00,2026-03-18 01:00:00-04:00,long,4989.8999,4994.8999,4985.3999,4995.8999,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,11.2002,1,tp,0.1241
231,2026-03-18 07:00:00-04:00,2026-03-18 08:00:00-04:00,long,4933.2998,4927.7998,4928.7998,4939.2998,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,48.8999,0.0,1,sl,0.2295
232,2026-03-18 08:00:00-04:00,2026-03-18 10:00:00-04:00,long,4884.3999,4878.8999,4879.8999,4890.3999,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,11.2998,0.0,3,sl,0.3892
233,2026-03-18 10:00:00-04:00,2026-03-18 11:00:00-04:00,long,4873.1001,4867.6001,4868.6001,4879.1001,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,6.8003,0.0,1,sl,0.7143
234,2026-03-18 11:00:00-04:00,2026-03-18 12:00:00-04:00,long,4866.2998,4871.2998,4861.7998,4872.2998,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,24.9004,1,tp,0.7097
235,2026-03-18 12:00:00-04:00,2026-03-18 14:00:00-04:00,long,4891.2002,4885.7002,4886.7002,4897.2002,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,33.9004,3.8999,3,sl,0.3648
236,2026-03-18 14:00:00-04:00,2026-03-18 15:00:00-04:00,long,4857.2998,4851.7998,4852.7998,4863.2998,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,10.5,0.0,1,sl,0.4173
237,2026-03-18 15:00:00-04:00,2026-03-18 16:00:00-04:00,long,4846.7998,4841.2998,4842.2998,4852.7998,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,22.8999,0.0,1,sl,0.3432
238,2026-03-18 16:00:00-04:00,2026-03-18 18:00:00-04:00,long,4823.8999,4828.8999,4819.3999,4829.8999,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,13.2002,1,tp,0.2426
239,2026-03-18 18:00:00-04:00,2026-03-18 21:00:00-04:00,long,4837.1001,4842.1001,4832.6001,4843.1001,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,14.1997,3,tp,0.0541
240,2026-03-18 21:00:00-04:00,2026-03-18 22:00:00-04:00,long,4851.2998,4856.2998,4846.7998,4857.2998,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,8.2002,1,tp,0.102
241,2026-03-18 22:00:00-04:00,2026-03-18 23:00:00-04:00,long,4859.5,4854.0,4855.0,4865.5,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,6.7998,0.0,1,sl,0.0381
242,2026-03-19 02:00:00-04:00,2026-03-19 03:00:00-04:00,long,4765.2002,4759.7002,4760.7002,4771.2002,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,35.6001,0.0,1,sl,0.3613
243,2026-03-19 03:00:00-04:00,2026-03-19 04:00:00-04:00,long,4729.6001,4724.1001,4725.1001,4735.6001,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,19.0,0.0,1,sl,0.4911
244,2026-03-19 04:00:00-04:00,2026-03-19 05:00:00-04:00,long,4710.6001,4705.1001,4706.1001,4716.6001,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,9.5,0.0,1,sl,0.567
245,2026-03-19 05:00:00-04:00,2026-03-19 06:00:00-04:00,long,4701.1001,4695.6001,4696.6001,4707.1001,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,19.2002,0.0,1,sl,0.6875
246,2026-03-19 06:00:00-04:00,2026-03-19 07:00:00-04:00,long,4681.8999,4676.3999,4677.3999,4687.8999,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,27.5,0.0,1,sl,0.8
247,2026-03-19 07:00:00-04:00,2026-03-19 08:00:00-04:00,long,4654.3999,4648.8999,4649.8999,4660.3999,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,77.1001,0.0,1,sl,0.8
248,2026-03-19 08:00:00-04:00,2026-03-19 09:00:00-04:00,long,4577.2998,4582.2998,4572.7998,4583.2998,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,46.7002,1,tp,0.8
249,2026-03-19 09:00:00-04:00,2026-03-19 10:00:00-04:00,long,4624.0,4618.5,4619.5,4630.0,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,20.5,0.0,1,sl,0.4425
250,2026-03-19 10:00:00-04:00,2026-03-19 11:00:00-04:00,long,4603.5,4598.0,4599.0,4609.5,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,5.2002,0.0,1,sl,0.3816
251,2026-03-19 11:00:00-04:00,2026-03-19 12:00:00-04:00,long,4598.2998,4592.7998,4593.7998,4604.2998,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,11.1997,0.0,1,sl,0.325
252,2026-03-19 12:00:00-04:00,2026-03-19 13:00:00-04:00,long,4587.1001,4592.1001,4582.6001,4593.1001,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,31.6997,1,tp,0.3079
253,2026-03-19 13:00:00-04:00,2026-03-19 14:00:00-04:00,long,4618.7998,4623.7998,4614.2998,4624.7998,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,7.0,1,tp,0.0505
254,2026-03-20 09:00:00-04:00,2026-03-20 10:00:00-04:00,long,4617.0,4611.5,4612.5,4623.0,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,52.1001,0.0,1,sl,0.0503
255,2026-03-20 10:00:00-04:00,2026-03-20 11:00:00-04:00,long,4564.8999,4559.3999,4560.3999,4570.8999,-5.5,-9.5,-2.1111,london,3.0,1.0,4.0,9.6001,0.0,1,sl,0.15
256,2026-03-20 11:00:00-04:00,2026-03-20 12:00:00-04:00,long,4555.2998,4560.2998,4550.7998,4561.2998,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,30.0,1,tp,0.4568
257,2026-03-20 12:00:00-04:00,2026-03-20 13:00:00-04:00,long,4585.2998,4579.7998,4580.7998,4591.2998,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,9.3999,0.0,1,sl,0.1911
258,2026-03-20 13:00:00-04:00,2026-03-20 14:00:00-04:00,long,4575.8999,4570.3999,4571.3999,4581.8999,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,75.1997,0.0,1,sl,0.1427
259,2026-03-20 14:00:00-04:00,2026-03-22 19:00:00-04:00,long,4500.7002,4495.2002,4496.2002,4506.7002,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,34.8003,3.0996,10,sl,0.2718
260,2026-03-22 19:00:00-04:00,2026-03-22 20:00:00-04:00,long,4465.8999,4460.3999,4461.3999,4471.8999,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,109.5,0.0,1,sl,0.3274
261,2026-03-22 20:00:00-04:00,2026-03-22 21:00:00-04:00,long,4356.3999,4361.3999,4351.8999,4362.3999,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,33.6001,1,tp,0.5031
262,2026-03-22 21:00:00-04:00,2026-03-22 22:00:00-04:00,long,4390.0,4384.5,4385.5,4396.0,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,27.7002,0.0,1,sl,0.4768
263,2026-03-22 22:00:00-04:00,2026-03-22 23:00:00-04:00,long,4362.2998,4356.7998,4357.7998,4368.2998,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,7.0,0.0,1,sl,0.4972
264,2026-03-22 23:00:00-04:00,2026-03-23 00:00:00-04:00,long,4355.2998,4360.2998,4350.7998,4361.2998,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,15.6001,1,tp,0.4043
265,2026-03-23 00:00:00-04:00,2026-03-23 01:00:00-04:00,long,4370.8999,4365.3999,4366.3999,4376.8999,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,56.7998,0.0,1,sl,0.3037
266,2026-03-23 01:00:00-04:00,2026-03-23 02:00:00-04:00,long,4314.1001,4308.6001,4309.6001,4320.1001,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,89.0,0.0,1,sl,0.3898
267,2026-03-23 02:00:00-04:00,2026-03-23 03:00:00-04:00,long,4225.1001,4219.6001,4220.6001,4231.1001,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,19.3999,0.0,1,sl,0.4972
268,2026-03-23 03:00:00-04:00,2026-03-23 04:00:00-04:00,long,4205.7002,4210.7002,4201.2002,4211.7002,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,46.0,1,tp,0.4864
269,2026-03-23 04:00:00-04:00,2026-03-23 06:00:00-04:00,long,4251.7002,4256.7002,4247.2002,4257.7002,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,18.2998,3,tp,0.0626
270,2026-03-23 06:00:00-04:00,2026-03-23 07:00:00-04:00,long,4270.0,4275.0,4265.5,4276.0,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,109.2002,1,tp,0.0756
271,2026-03-23 23:00:00-04:00,2026-03-24 00:00:00-04:00,long,4346.7998,4341.2998,4342.2998,4352.7998,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,12.7998,0.0,1,sl,0.0921
272,2026-03-24 14:00:00-04:00,2026-03-24 15:00:00-04:00,long,4390.8999,4395.8999,4386.3999,4396.8999,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,10.0,1,tp,0.034
273,2026-03-25 05:00:00-04:00,2026-03-25 06:00:00-04:00,long,4550.3999,4555.3999,4545.8999,4556.3999,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,6.7002,1,tp,0.2479
274,2026-03-25 06:00:00-04:00,2026-03-25 07:00:00-04:00,long,4557.1001,4562.1001,4552.6001,4563.1001,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,20.2998,1,tp,0.0196
275,2026-03-25 15:00:00-04:00,2026-03-25 16:00:00-04:00,long,4528.7002,4523.2002,4524.2002,4534.7002,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,25.4004,0.0,1,sl,0.2461
276,2026-03-25 16:00:00-04:00,2026-03-25 18:00:00-04:00,long,4503.2998,4508.2998,4498.7998,4509.2998,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,10.6001,1,tp,0.1835
277,2026-03-25 18:00:00-04:00,2026-03-25 19:00:00-04:00,long,4513.8999,4508.3999,4509.3999,4519.8999,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,18.6001,0.0,1,sl,0.0123
278,2026-03-25 19:00:00-04:00,2026-03-25 20:00:00-04:00,long,4495.2998,4500.2998,4490.7998,4501.2998,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,38.0,1,tp,0.5343
279,2026-03-25 22:00:00-04:00,2026-03-26 00:00:00-04:00,long,4505.2002,4510.2002,4500.7002,4511.2002,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,11.6997,2,tp,0.0077
280,2026-03-26 01:00:00-04:00,2026-03-26 02:00:00-04:00,long,4435.0,4440.0,4430.5,4441.0,5.0,1.0,0.2222,asian,3.0,1.0,4.0,0.0,17.8999,1,tp,0.0704
281,2026-03-26 02:00:00-04:00,2026-03-26 04:00:00-04:00,long,4452.8999,4447.3999,4448.3999,4458.8999,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,28.1001,0.0,2,sl,0.0125
282,2026-03-26 04:00:00-04:00,2026-03-26 06:00:00-04:00,long,4424.7998,4429.7998,4420.2998,4430.7998,5.0,1.0,0.2222,asian,3.0,1.0,4.0,3.5,15.4004,3,tp,0.3966
283,2026-03-26 06:00:00-04:00,2026-03-26 07:00:00-04:00,long,4440.2002,4434.7002,4435.7002,4446.2002,-5.5,-9.5,-2.1111,asian,3.0,1.0,4.0,20.5,0.0,1,sl,0.1157
284,2026-03-26 07:00:00-04:00,2026-03-26 08:00:00-04:00,long,4419.7002,4424.7002,4415.2002,4425.7002,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,7.0996,1,tp,0.2398
285,2026-03-26 08:00:00-04:00,2026-03-26 09:00:00-04:00,long,4426.7998,4431.7998,4422.2998,4432.7998,5.0,1.0,0.2222,london,3.0,1.0,4.0,0.0,23.3003,1,tp,0.236
286,2026-03-26 14:00:00-04:00,2026-03-26 15:00:00-04:00,long,4391.0,4385.5,4386.5,4397.0,-5.5,-9.5,-2.1111,overlap,3.0,1.0,4.0,29.7002,0.0,1,sl,0.0077
287,2026-03-26 15:00:00-04:00,2026-03-26 16:00:00-04:00,long,4361.2998,4366.2998,4356.7998,4367.2998,5.0,1.0,0.2222,overlap,3.0,1.0,4.0,0.0,15.6001,1,tp,0.0507
288,2026-03-26 19:00:00-04:00,2026-03-26 20:00:00-04:00,long,4400.2998,4394.7998,4395.7998,4406.2998,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,26.2998,0.0,1,sl,0.0509
289,2026-03-26 20:00:00-04:00,2026-03-26 21:00:00-04:00,long,4374.0,4379.0,4369.5,4380.0,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,37.3999,1,tp,0.0441
290,2026-03-29 19:00:00-04:00,2026-03-29 20:00:00-04:00,long,4476.8999,4471.3999,4472.3999,4482.8999,-5.5,-9.5,-2.1111,new_york,3.0,1.0,4.0,15.6997,0.0,1,sl,0.1292
291,2026-03-29 20:00:00-04:00,2026-03-29 21:00:00-04:00,long,4461.2002,4466.2002,4456.7002,4467.2002,5.0,1.0,0.2222,new_york,3.0,1.0,4.0,0.0,37.2998,1,tp,0.347
292,2026-03-30 08:00:00-04:00,2026-03-30 09:00:00-04:00,short,4596.6001,4594.6001,4604.1001,4593.6001,2.0,-2.0,-0.2667,london,3.0,1.0,4.0,0.0,42.8999,1,tp,0.5441
293,2026-03-30 21:00:00-04:00,2026-03-30 22:00:00-04:00,short,4632.5,4630.5,4640.0,4629.5,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,34.7002,1,tp,0.1438
294,2026-03-30 22:00:00-04:00,2026-03-30 23:00:00-04:00,short,4594.7998,4592.7998,4602.2998,4591.7998,2.0,-2.0,-0.2667,new_york,3.0,1.0,4.0,0.0,9.8999,1,tp,0.0177
295,2026-03-30 23:00:00-04:00,2026-03-30 23:00:00-04:00,short,4581.8999,4585.8999,4589.3999,4578.8999,-4.0,-8.0,-1.0667,new_york,3.0,1.0,4.0,0.0,0.0,0,end_of_data,0.0459
